Ano;Distrito;Inscritos;Votantes;Brancos;Nulos;Partido;Votos;Mandatos;Percentual;Abstenção
2025;Viana do Castelo;233491;142917;2682;1534;IL;5106;0;0.04;0.387912168
2025;Viana do Castelo;233491;142917;2682;1534;L;2815;0;0.024;0.387912168
2025;Viana do Castelo;233491;142917;2682;1534;PAN;2057;0;0.0007;0.387912168
2025;Viana do Castelo;233491;142917;2682;1534;PS;40237;2;0.2828;0.387912168
2025;Vila Real;207989;117058;1494;1527;AD;46046;2;0.429;0.43719139
2025;Vila Real;207989;117058;1494;1527;BE;2865;0;0.0018;0.43719139
2025;Vila Real;207989;117058;1494;1527;CDU;1600;0;0.0085;0.43719139
2025;Vila Real;207989;117058;1494;1527;CH;20038;1;0.17;0.43719139
2025;Vila Real;207989;117058;1494;1527;IL;2380;0;0.02;0.43719139
2025;Vila Real;207989;117058;1494;1527;L;1592;0;0.012;0.43719139
2025;Vila Real;207989;117058;1494;1527;PAN;1062;0;0.0007;0.43719139
2025;Vila Real;207989;117058;1494;1527;PS;34660;2;0.303;0.43719139
2025;Viseu;335659;211590;3302;2595;AD;76938;3;0.396;0.369628105
2025;Viseu;335659;211590;3302;2595;BE;5846;0;0.0027;0.369628105
2025;Viseu;335659;211590;3302;2595;CDU;2905;0;0.0085;0.369628105
2025;Viseu;335659;211590;3302;2595;CH;41165;2;0.19;0.369628105
2025;Viseu;335659;211590;3302;2595;IL;5950;0;0.03;0.369628105
2025;Viseu;335659;211590;3302;2595;L;3567;0;0.024;0.369628105
2025;Viseu;335659;211590;3302;2595;PAN;2555;0;0.0007;0.369628105
2025;Viseu;335659;211590;3302;2595;PS;58088;3;0.2727;0.369628105
2025;Açores;230082;106277;2621;1056;AD;42352;2;0.44;0.538090768
2025;Açores;230082;106277;2621;1056;BE;3622;0;0.0027;0.538090768
2025;Açores;230082;106277;2621;1056;CDU;1161;0;0.0085;0.538090768
2025;Açores;230082;106277;2621;1056;CH;16749;1;0.16;0.538090768
2025;Açores;230082;106277;2621;1056;IL;2882;0;0.03;0.538090768
2025;Açores;230082;106277;2621;1056;L;1817;0;0.024;0.538090768
2025;Açores;230082;106277;2621;1056;PAN;1659;0;0.0014;0.538090768
2025;Açores;230082;106277;2621;1056;PS;31016;2;0.2929;0.538090768
2025;Madeira;254502;149808;794;2703;AD;53440;3;0.396;0.411368084
2025;Madeira;254502;149808;794;2703;BE;4404;0;0.0027;0.411368084
2025;Madeira;254502;149808;794;2703;CDU;2429;0;0.017;0.411368084
2025;Madeira;254502;149808;794;2703;CH;26304;1;0.18;0.411368084
2025;Madeira;254502;149808;794;2703;IL;5827;0;0.04;0.411368084
2025;Madeira;254502;149808;794;2703;L;1864;0;0.012;0.411368084
2025;Madeira;254502;149808;794;2703;PAN;3127;0;0.0014;0.411368084
2025;Madeira;254502;149808;794;2703;PS;29725;2;0.202;0.411368084
2025;Europa;937311;238605;1381;94261;AD;33351;0;0.154;0.74543668
2025;Europa;937311;238605;1381;94261;BE;6438;0;0.0027;0.74543668
2025;Europa;937311;238605;1381;94261;CDU;2363;0;0.0085;0.74543668
2025;Europa;937311;238605;1381;94261;CH;42975;1;0.18;0.74543668
2025;Europa;937311;238605;1381;94261;IL;5719;0;0.02;0.74543668
2025;Europa;937311;238605;1381;94261;L;4091;0;0.024;0.74543668
2025;Europa;937311;238605;1381;94261;PAN;5175;0;0.0014;0.74543668
2025;Europa;937311;238605;1381;94261;PS;38063;1;0.1616;0.74543668
2025;Fora da Europa;609436;98360;487;31980;AD;22470;1;0.253;0.838604874
2025;Fora da Europa;609436;98360;487;31980;BE;1844;0;0.0018;0.838604874
2025;Fora da Europa;609436;98360;487;31980;CDU;742;0;0.0085;0.838604874
2025;Fora da Europa;609436;98360;487;31980;PAN;2328;0;0.0014;0.838604874
2025;Fora da Europa;609436;98360;487;31980;PS;14343;0;0.1515;0.838604874
2025;Fora da Europa;609436;98360;487;31980;CH;17862;1;0.18;0.838604874
2025;Fora da Europa;609436;98360;487;31980;IL;1901;0;0.02;0.838604874
2025;Fora da Europa;609436;98360;487;31980;L;697;0;0.012;0.838604874
2025; Totais;10813643;6476952;89847;192396;AD;1867442;80;0.319;0.401038854
2025; Totais;10813643;6476952;89847;192396;BE;282314;5;0.0036;0.401038854
2025; Totais;10813643;6476952;89847;192396;CDU;205551;4;0.0255;0.401038854
2025; Totais;10813643;6476952;89847;192396;CH;1169781;50;0.18;0.401038854
2025; Totais;10813643;6476952;89847;192396;IL;319877;8;0.05;0.401038854
2025; Totais;10813643;6476952;89847;192396;L;204875;4;0.036;0.401038854
2025; Totais;10813643;6476952;89847;192396;PAN;126125;1;0.0014;0.401038854
2025; Totais;10813643;6476952;89847;192396;PS;1812443;78;0.2828;0.401038854
