Ano;Distrito;Inscritos;Votantes;Brancos;Nulos;Partido;Votos;Mandatos;Percentual;Abstenção;Inscritos_totais;abstenção_totais;Sondagem;Cor
Sondagens;Santarém;377452,0;237896,0;6999,0;3997,0;AD;72566,0;3,0;0,305;0,3406;10850615;0,44;0,0;#FF890C
Sondagens;Santarém;377452,0;237896,0;6999,0;3997,0;CH;60265,0;3,0;0,25329999999999997;0,3406;10850615;0,44;0,0;#202056
Sondagens;Santarém;377452,0;237896,0;6999,0;3997,0;CDU;11218,0;0,0;0,0472;0,3406;10850615;0,44;0,0;#950B0B
Sondagens;Santarém;377452,0;237896,0;6999,0;3997,0;BE;6404,0;0,0;0,0269;0,3406;10850615;0,44;0,0;#AB1983
Sondagens;Santarém;377452,0;237896,0;6999,0;3997,0;IL;12439,0;0,0;0,052300000000000006;0,3406;10850615;0,44;0,0;#00AEEF
Sondagens;Santarém;377452,0;237896,0;6999,0;3997,0;Outros;6099,0;0,0;0,0256;0,3406;10850615;0,44;0,0;#ebedf0
Sondagens;Santarém;377452,0;237896,0;6999,0;3997,0;L;5804,0;0,0;0,024399999999999998;0,3406;10850615;0,44;0,0;#00AB39
Sondagens;Santarém;377452,0;237896,0;6999,0;3997,0;PAN;2766,0;0,0;0,0116;0,3406;10850615;0,44;0,0;#01796F
Sondagens;Setúbal;754775,0;488235,0;10866,0;6145,0;PS;144355,0;6,0;0,2957;0,3306;10850615;0,44;0,0;#F1515E
Sondagens;Setúbal;754775,0;488235,0;10866,0;6145,0;CH;106327,0;5,0;0,21780000000000002;0,3306;10850615;0,44;0,0;#202056
Sondagens;Setúbal;754775,0;488235,0;10866,0;6145,0;CDU;45038,0;2,0;0,0922;0,3306;10850615;0,44;0,0;#950B0B
Sondagens;Setúbal;754775,0;488235,0;10866,0;6145,0;AD;92996,0;4,0;0,1905;0,3306;10850615;0,44;0,0;#FF890C
Sondagens;Setúbal;754775,0;488235,0;10866,0;6145,0;BE;19484,0;0,0;0,039900000000000005;0,3306;10850615;0,44;0,0;#AB1983
Sondagens;Setúbal;754775,0;488235,0;10866,0;6145,0;Outros;17189,0;0,0;0,0352;0,3306;10850615;0,44;0,0;#ebedf0
Sondagens;Setúbal;754775,0;488235,0;10866,0;6145,0;IL;32249,0;1,0;0,0661;0,3306;10850615;0,44;0,0;#00AEEF
Sondagens;Setúbal;754775,0;488235,0;10866,0;6145,0;L;23658,0;1,0;0,048499999999999995;0,3306;10850615;0,44;0,0;#00AB39
Sondagens;Setúbal;754775,0;488235,0;10866,0;6145,0;PAN;10568,0;0,0;0,0216;0,3306;10850615;0,44;0,0;#01796F
Sondagens;Setúbal;754775,0;488235,0;10866,0;6145,0;JPP;459,0;0,0;0,0009;0,3306;10850615;0,44;0,0;#009285
Sondagens;Viana do Castelo;232603,0;135589,0;4009,0;2174,0;AD;52932,0;2,0;0,39039999999999997;0,39049999999999996;10850615;0,44;0,0;#FF890C
Sondagens;Viana do Castelo;232603,0;135589,0;4009,0;2174,0;PS;36111,0;2,0;0,2663;0,39049999999999996;10850615;0,44;0,0;#F1515E
Sondagens;Viana do Castelo;232603,0;135589,0;4009,0;2174,0;CH;27297,0;1,0;0,20129999999999998;0,39049999999999996;10850615;0,44;0,0;#202056
Sondagens;Viana do Castelo;232603,0;135589,0;4009,0;2174,0;BE;2564,0;0,0;0,0189;0,39049999999999996;10850615;0,44;0,0;#AB1983
Sondagens;Viana do Castelo;232603,0;135589,0;4009,0;2174,0;CDU;3205,0;0,0;0,0236;0,39049999999999996;10850615;0,44;0,0;#950B0B
Sondagens;Viana do Castelo;232603,0;135589,0;4009,0;2174,0;Outros;3874,0;0,0;0,0286;0,39049999999999996;10850615;0,44;0,0;#ebedf0
Sondagens;Viana do Castelo;232603,0;135589,0;4009,0;2174,0;IL;6662,0;0,0;0,049100000000000005;0,39049999999999996;10850615;0,44;0,0;#00AEEF
Sondagens;Viana do Castelo;232603,0;135589,0;4009,0;2174,0;PAN;780,0;0,0;0,005699999999999999;0,39049999999999996;10850615;0,44;0,0;#01796F
Sondagens;Viana do Castelo;232603,0;135589,0;4009,0;2174,0;L;3308,0;0,0;0,024399999999999998;0,39049999999999996;10850615;0,44;0,0;#00AB39
Sondagens;Viana do Castelo;232603,0;135589,0;4009,0;2174,0;JPP;7,0;0,0;0,0001;0,39049999999999996;10850615;0,44;0,0;#009285
Sondagens;Vila Real;206902,0;104789,0;2246,0;2416,0;AD;45941,0;3,0;0,4384;0,47100000000000003;10850615;0,44;0,0;#FF890C
Sondagens;Vila Real;206902,0;104789,0;2246,0;2416,0;PS;29779,0;1,0;0,2842;0,47100000000000003;10850615;0,44;0,0;#F1515E
Sondagens;Vila Real;206902,0;104789,0;2246,0;2416,0;CH;19385,0;1,0;0,185;0,47100000000000003;10850615;0,44;0,0;#202056
Sondagens;Vila Real;206902,0;104789,0;2246,0;2416,0;CDU;1481,0;0,0;0,0141;0,47100000000000003;10850615;0,44;0,0;#950B0B
Sondagens;Vila Real;206902,0;104789,0;2246,0;2416,0;BE;1295,0;0,0;0,0124;0,47100000000000003;10850615;0,44;0,0;#AB1983
Sondagens;Vila Real;206902,0;104789,0;2246,0;2416,0;Outros;2368,0;0,0;0,0226;0,47100000000000003;10850615;0,44;0,0;#ebedf0
Sondagens;Vila Real;206902,0;104789,0;2246,0;2416,0;PAN;602,0;0,0;0,005699999999999999;0,47100000000000003;10850615;0,44;0,0;#01796F
Sondagens;Vila Real;206902,0;104789,0;2246,0;2416,0;L;1223,0;0,0;0,011699999999999999;0,47100000000000003;10850615;0,44;0,0;#00AB39
Sondagens;Vila Real;206902,0;104789,0;2246,0;2416,0;IL;2884,0;0,0;0,0275;0,47100000000000003;10850615;0,44;0,0;#00AEEF
Sondagens;Viseu;334060,0;201233,0;5187,0;3704,0;AD;79810,0;4,0;0,39659999999999995;0,371;10850615;0,44;0,0;#FF890C
Sondagens;Viseu;334060,0;201233,0;5187,0;3704,0;PS;51914,0;2,0;0,258;0,371;10850615;0,44;0,0;#F1515E
Sondagens;Viseu;334060,0;201233,0;5187,0;3704,0;CH;41784,0;2,0;0,2076;0,371;10850615;0,44;0,0;#202056
Sondagens;Viseu;334060,0;201233,0;5187,0;3704,0;BE;3679,0;0,0;0,0183;0,371;10850615;0,44;0,0;#AB1983
Sondagens;Viseu;334060,0;201233,0;5187,0;3704,0;IL;7753,0;0,0;0,0385;0,371;10850615;0,44;0,0;#00AEEF
Sondagens;Viseu;334060,0;201233,0;5187,0;3704,0;Outros;6187,0;0,0;0,030699999999999998;0,371;10850615;0,44;0,0;#ebedf0
Sondagens;Viseu;334060,0;201233,0;5187,0;3704,0;CDU;2473,0;0,0;0,0123;0,371;10850615;0,44;0,0;#950B0B
Sondagens;Viseu;334060,0;201233,0;5187,0;3704,0;PAN;1157,0;0,0;0,005699999999999999;0,371;10850615;0,44;0,0;#01796F
Sondagens;Viseu;334060,0;201233,0;5187,0;3704,0;L;5172,0;0,0;0,025699999999999997;0,371;10850615;0,44;0,0;#00AB39
Sondagens;Viseu;334060,0;201233,0;5187,0;3704,0;JPP;3,0;0,0;0,0;0,371;10850615;0,44;0,0;#009285
Sondagens; Totais;10850615,0;6074955,0;148618,0;192396,0;AD;1975097,0;87,0;0,3251;0,40869999999999995;10850615;0,44;34,0;#FF890C
Sondagens; Totais;10850615,0;6074955,0;148618,0;192396,0;PS;1629046,0;71,0;0,2682;0,40869999999999995;10850615;0,44;26,0;#F1515E
Sondagens; Totais;10850615,0;6074955,0;148618,0;192396,0;CH;1183018,0;49,0;0,19469999999999998;0,40869999999999995;10850615;0,44;19,0;#202056
Sondagens; Totais;10850615,0;6074955,0;148618,0;192396,0;BE;144535,0;2,0;0,023799999999999998;0,40869999999999995;10850615;0,44;2,0;#AB1983
Sondagens; Totais;10850615,0;6074955,0;148618,0;192396,0;CDU;214618,0;5,0;0,0353;0,40869999999999995;10850615;0,44;3,0;#950B0B
Sondagens; Totais;10850615,0;6074955,0;148618,0;192396,0;IL;401267,0;11,0;0,0661;0,40869999999999995;10850615;0,44;7,0;#00AEEF
Sondagens; Totais;10850615,0;6074955,0;148618,0;192396,0;Outros;182249,0;0,0;0,03;0,40869999999999995;10850615;0,44;0,0;#ebedf0
Sondagens; Totais;10850615,0;6074955,0;148618,0;192396,0;L;221290,0;5,0;0,0364;0,40869999999999995;10850615;0,44;5,0;#00AB39
Sondagens; Totais;10850615,0;6074955,0;148618,0;192396,0;PAN;97284,0;0,0;0,016;0,40869999999999995;10850615;0,44;1,0;#01796F
Sondagens; Totais;10850615,0;6074955,0;148618,0;192396,0;JPP;17855,0;0,0;0,0029;0,40869999999999995;10850615;0,44;0,3;#009285
Expetativas;Lisboa;1913096,0;1270600,0;31230,0;16867,0;PS;373084,0;13,0;0,29359999999999997;0,3107;10850615;0,44;0,0;#F1515E
Expetativas;Lisboa;1913096,0;1270600,0;31230,0;16867,0;AD;450201,0;15,0;0,3543;0,3107;10850615;0,44;0,0;#FF890C
Expetativas;Lisboa;1913096,0;1270600,0;31230,0;16867,0;CH;239857,0;9,0;0,1888;0,3107;10850615;0,44;0,0;#202056
Expetativas;Lisboa;1913096,0;1270600,0;31230,0;16867,0;CDU;59920,0;2,0;0,0472;0,3107;10850615;0,44;0,0;#950B0B
Expetativas;Lisboa;1913096,0;1270600,0;31230,0;16867,0;BE;45345,0;2,0;0,035699999999999996;0,3107;10850615;0,44;0,0;#AB1983
Expetativas;Lisboa;1913096,0;1270600,0;31230,0;16867,0;IL;121569,0;4,0;0,09570000000000001;0,3107;10850615;0,44;0,0;#00AEEF
Expetativas;Lisboa;1913096,0;1270600,0;31230,0;16867,0;L;79164,0;3,0;0,0623;0,3107;10850615;0,44;0,0;#00AB39
Expetativas;Lisboa;1913096,0;1270600,0;31230,0;16867,0;Outros;42918,0;0,0;0,0338;0,3107;10850615;0,44;0,0;#ebedf0
Expetativas;Lisboa;1913096,0;1270600,0;31230,0;16867,0;PAN;16468,0;0,0;0,013000000000000001;0,3107;10850615;0,44;0,0;#01796F
Expetativas;Lisboa;1913096,0;1270600,0;31230,0;16867,0;JPP;0,0;0,0;0,0;0,3107;10850615;0,44;0,0;#009285
Expetativas;Porto;1591445,0;1022471,0;24736,0;15083,0;AD;426584,0;14,0;0,4172;0,3325;10850615;0,44;0,0;#FF890C
Expetativas;Porto;1591445,0;1022471,0;24736,0;15083,0;PS;322865,0;13,0;0,31579999999999997;0,3325;10850615;0,44;0,0;#F1515E
Expetativas;Porto;1591445,0;1022471,0;24736,0;15083,0;CH;162592,0;7,0;0,159;0,3325;10850615;0,44;0,0;#202056
Expetativas;Porto;1591445,0;1022471,0;24736,0;15083,0;BE;30928,0;1,0;0,0302;0,3325;10850615;0,44;0,0;#AB1983
Expetativas;Porto;1591445,0;1022471,0;24736,0;15083,0;CDU;26421,0;1,0;0,0258;0,3325;10850615;0,44;0,0;#950B0B
Expetativas;Porto;1591445,0;1022471,0;24736,0;15083,0;IL;76709,0;3,0;0,075;0,3325;10850615;0,44;0,0;#00AEEF
Expetativas;Porto;1591445,0;1022471,0;24736,0;15083,0;Outros;26978,0;0,0;0,0264;0,3325;10850615;0,44;0,0;#ebedf0
Expetativas;Porto;1591445,0;1022471,0;24736,0;15083,0;L;38153,0;1,0;0,0373;0,3325;10850615;0,44;0,0;#00AB39
Expetativas;Porto;1591445,0;1022471,0;24736,0;15083,0;PAN;14991,0;0,0;0,0147;0,3325;10850615;0,44;0,0;#01796F
Expetativas;Porto;1591445,0;1022471,0;24736,0;15083,0;JPP;0,0;0,0;0,0;0,3325;10850615;0,44;0,0;#009285
Expetativas;Açores;230305,0;95394,0;3926,0;1554,0;AD;53282,0;3,0;0,5585;0,562;10850615;0,44;0,0;#FF890C
Expetativas;Açores;230305,0;95394,0;3926,0;1554,0;PS;29191,0;1,0;0,306;0,562;10850615;0,44;0,0;#F1515E
Expetativas;Açores;230305,0;95394,0;3926,0;1554,0;CH;16720,0;1,0;0,1753;0,562;10850615;0,44;0,0;#202056
Expetativas;Açores;230305,0;95394,0;3926,0;1554,0;BE;1853,0;0,0;0,0194;0,562;10850615;0,44;0,0;#AB1983
Expetativas;Açores;230305,0;95394,0;3926,0;1554,0;IL;4083,0;0,0;0,042800000000000005;0,562;10850615;0,44;0,0;#00AEEF
Expetativas;Açores;230305,0;95394,0;3926,0;1554,0;Outros;2020,0;0,0;0,0212;0,562;10850615;0,44;0,0;#ebedf0
Expetativas;Açores;230305,0;95394,0;3926,0;1554,0;CDU;1063,0;0,0;0,0111;0,562;10850615;0,44;0,0;#950B0B
Expetativas;Açores;230305,0;95394,0;3926,0;1554,0;L;2384,0;0,0;0,025;0,562;10850615;0,44;0,0;#00AB39
Expetativas;Açores;230305,0;95394,0;3926,0;1554,0;PAN;1150,0;0,0;0,0121;0,562;10850615;0,44;0,0;#01796F
Expetativas;Açores;230305,0;95394,0;3926,0;1554,0;JPP;0,0;0,0;0,0;0,562;10850615;0,44;0,0;#009285
Expetativas;Aveiro;642080,0;405512,0;11055,0;6243,0;AD;180770,0;7,0;0,4458;0,34149999999999997;10850615;0,44;0,0;#FF890C
Expetativas;Aveiro;642080,0;405512,0;11055,0;6243,0;PS;118504,0;5,0;0,2922;0,34149999999999997;10850615;0,44;0,0;#F1515E
Expetativas;Aveiro;642080,0;405512,0;11055,0;6243,0;CH;75110,0;3,0;0,1852;0,34149999999999997;10850615;0,44;0,0;#202056
Expetativas;Aveiro;642080,0;405512,0;11055,0;6243,0;BE;10268,0;0,0;0,0253;0,34149999999999997;10850615;0,44;0,0;#AB1983
Expetativas;Aveiro;642080,0;405512,0;11055,0;6243,0;IL;25886,0;1,0;0,0638;0,34149999999999997;10850615;0,44;0,0;#00AEEF
Expetativas;Aveiro;642080,0;405512,0;11055,0;6243,0;CDU;6030,0;0,0;0,0149;0,34149999999999997;10850615;0,44;0,0;#950B0B
Expetativas;Aveiro;642080,0;405512,0;11055,0;6243,0;Outros;10427,0;0,0;0,025699999999999997;0,34149999999999997;10850615;0,44;0,0;#ebedf0
Expetativas;Aveiro;642080,0;405512,0;11055,0;6243,0;PAN;4887,0;0,0;0,0121;0,34149999999999997;10850615;0,44;0,0;#01796F
Expetativas;Aveiro;642080,0;405512,0;11055,0;6243,0;L;10134,0;0,0;0,025;0,34149999999999997;10850615;0,44;0,0;#00AB39
Expetativas;Aveiro;642080,0;405512,0;11055,0;6243,0;JPP;0,0;0,0;0,0;0,34149999999999997;10850615;0,44;0,0;#009285
Expetativas;Beja;118328,0;73266,0;1695,0;1124,0;PS;24476,0;1,0;0,33409999999999995;0,35700000000000004;10850615;0,44;0,0;#F1515E
Expetativas;Beja;118328,0;73266,0;1695,0;1124,0;CDU;12285,0;0,0;0,1677;0,35700000000000004;10850615;0,44;0,0;#950B0B
Expetativas;Beja;118328,0;73266,0;1695,0;1124,0;AD;18033,0;1,0;0,24609999999999999;0,35700000000000004;10850615;0,44;0,0;#FF890C
Expetativas;Beja;118328,0;73266,0;1695,0;1124,0;CH;17936,0;1,0;0,24480000000000002;0,35700000000000004;10850615;0,44;0,0;#202056
Expetativas;Beja;118328,0;73266,0;1695,0;1124,0;BE;1782,0;0,0;0,024300000000000002;0,35700000000000004;10850615;0,44;0,0;#AB1983
Expetativas;Beja;118328,0;73266,0;1695,0;1124,0;Outros;1860,0;0,0;0,0254;0,35700000000000004;10850615;0,44;0,0;#ebedf0
Expetativas;Beja;118328,0;73266,0;1695,0;1124,0;L;1831,0;0,0;0,025;0,35700000000000004;10850615;0,44;0,0;#00AB39
Expetativas;Beja;118328,0;73266,0;1695,0;1124,0;IL;2044,0;0,0;0,0279;0,35700000000000004;10850615;0,44;0,0;#00AEEF
Expetativas;Beja;118328,0;73266,0;1695,0;1124,0;PAN;438,0;0,0;0,006;0,35700000000000004;10850615;0,44;0,0;#01796F
Expetativas;Beja;118328,0;73266,0;1695,0;1124,0;JPP;0,0;0,0;0,0;0,35700000000000004;10850615;0,44;0,0;#009285
Expetativas;Braga;782401,0;532535,0;14540,0;7960,0;AD;234705,0;8,0;0,4407;0,29059999999999997;10850615;0,44;0,0;#FF890C
Expetativas;Braga;782401,0;532535,0;14540,0;7960,0;PS;158713,0;6,0;0,298;0,29059999999999997;10850615;0,44;0,0;#F1515E
Expetativas;Braga;782401,0;532535,0;14540,0;7960,0;CH;98637,0;4,0;0,1852;0,29059999999999997;10850615;0,44;0,0;#202056
Expetativas;Braga;782401,0;532535,0;14540,0;7960,0;BE;13086,0;0,0;0,0246;0,29059999999999997;10850615;0,44;0,0;#AB1983
Expetativas;Braga;782401,0;532535,0;14540,0;7960,0;CDU;13311,0;0,0;0,025;0,29059999999999997;10850615;0,44;0,0;#950B0B
Expetativas;Braga;782401,0;532535,0;14540,0;7960,0;Outros;14500,0;0,0;0,027200000000000002;0,29059999999999997;10850615;0,44;0,0;#ebedf0
Expetativas;Braga;782401,0;532535,0;14540,0;7960,0;L;13308,0;0,0;0,025;0,29059999999999997;10850615;0,44;0,0;#00AB39
Expetativas;Braga;782401,0;532535,0;14540,0;7960,0;IL;39742,0;1,0;0,0746;0,29059999999999997;10850615;0,44;0,0;#00AEEF
Expetativas;Braga;782401,0;532535,0;14540,0;7960,0;PAN;3314,0;0,0;0,0062;0,29059999999999997;10850615;0,44;0,0;#01796F
Expetativas;Braga;782401,0;532535,0;14540,0;7960,0;JPP;0,0;0,0;0,0;0,29059999999999997;10850615;0,44;0,0;#009285
Expetativas;Bragança;132779,0;62051,0;1436,0;1415,0;AD;31614,0;2,0;0,5095000000000001;0,5112;10850615;0,44;0,0;#FF890C
Expetativas;Bragança;132779,0;62051,0;1436,0;1415,0;PS;19441,0;1,0;0,31329999999999997;0,5112;10850615;0,44;0,0;#F1515E
Expetativas;Bragança;132779,0;62051,0;1436,0;1415,0;CH;12698,0;0,0;0,2046;0,5112;10850615;0,44;0,0;#202056
Expetativas;Bragança;132779,0;62051,0;1436,0;1415,0;BE;800,0;0,0;0,0129;0,5112;10850615;0,44;0,0;#AB1983
Expetativas;Bragança;132779,0;62051,0;1436,0;1415,0;CDU;710,0;0,0;0,011399999999999999;0,5112;10850615;0,44;0,0;#950B0B
Expetativas;Bragança;132779,0;62051,0;1436,0;1415,0;Outros;1543,0;0,0;0,024900000000000002;0,5112;10850615;0,44;0,0;#ebedf0
Expetativas;Bragança;132779,0;62051,0;1436,0;1415,0;IL;1731,0;0,0;0,0279;0,5112;10850615;0,44;0,0;#00AEEF
Expetativas;Bragança;132779,0;62051,0;1436,0;1415,0;PAN;586,0;0,0;0,009399999999999999;0,5112;10850615;0,44;0,0;#01796F
Expetativas;Bragança;132779,0;62051,0;1436,0;1415,0;L;765,0;0,0;0,0123;0,5112;10850615;0,44;0,0;#00AB39
Expetativas;Bragança;132779,0;62051,0;1436,0;1415,0;JPP;0,0;0,0;0,0;0,5112;10850615;0,44;0,0;#009285
Expetativas;Castelo Branco;162590,0;97614,0;2943,0;2297,0;PS;34741,0;2,0;0,35590000000000005;0,3674;10850615;0,44;0,0;#F1515E
Expetativas;Castelo Branco;162590,0;97614,0;2943,0;2297,0;AD;36947,0;1,0;0,3785;0,3674;10850615;0,44;0,0;#FF890C
Expetativas;Castelo Branco;162590,0;97614,0;2943,0;2297,0;CH;21609,0;1,0;0,2214;0,3674;10850615;0,44;0,0;#202056
Expetativas;Castelo Branco;162590,0;97614,0;2943,0;2297,0;BE;2480,0;0,0;0,0254;0,3674;10850615;0,44;0,0;#AB1983
Expetativas;Castelo Branco;162590,0;97614,0;2943,0;2297,0;CDU;2365,0;0,0;0,0242;0,3674;10850615;0,44;0,0;#950B0B
Expetativas;Castelo Branco;162590,0;97614,0;2943,0;2297,0;Outros;2519,0;0,0;0,0258;0,3674;10850615;0,44;0,0;#ebedf0
Expetativas;Castelo Branco;162590,0;97614,0;2943,0;2297,0;IL;3816,0;0,0;0,0391;0,3674;10850615;0,44;0,0;#00AEEF
Expetativas;Castelo Branco;162590,0;97614,0;2943,0;2297,0;PAN;583,0;0,0;0,006;0,3674;10850615;0,44;0,0;#01796F
Expetativas;Castelo Branco;162590,0;97614,0;2943,0;2297,0;L;2439,0;0,0;0,025;0,3674;10850615;0,44;0,0;#00AB39
Expetativas;Coimbra;370800,0;225328,0;8155,0;3755,0;PS;77590,0;3,0;0,3443;0,3602;10850615;0,44;0,0;#F1515E
Expetativas;Coimbra;370800,0;225328,0;8155,0;3755,0;AD;88856,0;4,0;0,3943;0,3602;10850615;0,44;0,0;#FF890C
Expetativas;Coimbra;370800,0;225328,0;8155,0;3755,0;CH;37255,0;2,0;0,1653;0,3602;10850615;0,44;0,0;#202056
Expetativas;Coimbra;370800,0;225328,0;8155,0;3755,0;BE;6865,0;0,0;0,0305;0,3602;10850615;0,44;0,0;#AB1983
Expetativas;Coimbra;370800,0;225328,0;8155,0;3755,0;CDU;7691,0;0,0;0,0341;0,3602;10850615;0,44;0,0;#950B0B
Expetativas;Coimbra;370800,0;225328,0;8155,0;3755,0;IL;11952,0;0,0;0,053;0,3602;10850615;0,44;0,0;#00AEEF
Expetativas;Coimbra;370800,0;225328,0;8155,0;3755,0;L;8408,0;0,0;0,0373;0,3602;10850615;0,44;0,0;#00AB39
Expetativas;Coimbra;370800,0;225328,0;8155,0;3755,0;Outros;5245,0;0,0;0,0233;0,3602;10850615;0,44;0,0;#ebedf0
Expetativas;Coimbra;370800,0;225328,0;8155,0;3755,0;PAN;2715,0;0,0;0,0121;0,3602;10850615;0,44;0,0;#01796F
Expetativas;Coimbra;370800,0;225328,0;8155,0;3755,0;JPP;0,0;0,0;0,0;0,3602;10850615;0,44;0,0;#009285
Expetativas;Europa;947984,0;18496,0;1665,0;94261,0;PS;3447,0;1,0;0,1864;0,8793000000000001;10850615;0,44;0,0;#F1515E
Expetativas;Europa;947984,0;18496,0;1665,0;94261,0;AD;3427,0;0,0;0,18530000000000002;0,8793000000000001;10850615;0,44;0,0;#FF890C
Expetativas;Europa;947984,0;18496,0;1665,0;94261,0;CH;3668,0;1,0;0,19829999999999998;0,8793000000000001;10850615;0,44;0,0;#202056
Expetativas;Europa;947984,0;18496,0;1665,0;94261,0;CDU;237,0;0,0;0,0128;0,8793000000000001;10850615;0,44;0,0;#950B0B
Expetativas;Europa;947984,0;18496,0;1665,0;94261,0;BE;335,0;0,0;0,0181;0,8793000000000001;10850615;0,44;0,0;#AB1983
Expetativas;Europa;947984,0;18496,0;1665,0;94261,0;PAN;291,0;0,0;0,0158;0,8793000000000001;10850615;0,44;0,0;#01796F
Expetativas;Europa;947984,0;18496,0;1665,0;94261,0;Outros;777,0;0,0;0,042;0,8793000000000001;10850615;0,44;0,0;#ebedf0
Expetativas;Europa;947984,0;18496,0;1665,0;94261,0;IL;465,0;0,0;0,025099999999999997;0,8793000000000001;10850615;0,44;0,0;#00AEEF
Expetativas;Europa;947984,0;18496,0;1665,0;94261,0;L;462,0;0,0;0,025;0,8793000000000001;10850615;0,44;0,0;#00AB39
Expetativas;Europa;947984,0;18496,0;1665,0;94261,0;JPP;0,0;0,0;0,0;0,8793000000000001;10850615;0,44;0,0;#009285
Expetativas;Évora;132631,0;85874,0;1866,0;1070,0;PS;29483,0;1,0;0,3433;0,33039999999999997;10850615;0,44;0,0;#F1515E
Expetativas;Évora;132631,0;85874,0;1866,0;1070,0;AD;27363,0;1,0;0,3186;0,33039999999999997;10850615;0,44;0,0;#FF890C
Expetativas;Évora;132631,0;85874,0;1866,0;1070,0;CDU;11248,0;0,0;0,131;0,33039999999999997;10850615;0,44;0,0;#950B0B
Expetativas;Évora;132631,0;85874,0;1866,0;1070,0;CH;19044,0;1,0;0,2218;0,33039999999999997;10850615;0,44;0,0;#202056
Expetativas;Évora;132631,0;85874,0;1866,0;1070,0;BE;2093,0;0,0;0,024399999999999998;0,33039999999999997;10850615;0,44;0,0;#AB1983
Expetativas;Évora;132631,0;85874,0;1866,0;1070,0;Outros;2072,0;0,0;0,0241;0,33039999999999997;10850615;0,44;0,0;#ebedf0
Expetativas;Évora;132631,0;85874,0;1866,0;1070,0;IL;2159,0;0,0;0,025099999999999997;0,33039999999999997;10850615;0,44;0,0;#00AEEF
Expetativas;Évora;132631,0;85874,0;1866,0;1070,0;L;2146,0;0,0;0,025;0,33039999999999997;10850615;0,44;0,0;#00AB39
Expetativas;Évora;132631,0;85874,0;1866,0;1070,0;PAN;513,0;0,0;0,006;0,33039999999999997;10850615;0,44;0,0;#01796F
Expetativas;Faro;383980,0;174402,0;6026,0;3038,0;PS;45896,0;3,0;0,2632;0,5222;10850615;0,44;0,0;#F1515E
Expetativas;Faro;383980,0;174402,0;6026,0;3038,0;AD;51214,0;3,0;0,2937;0,5222;10850615;0,44;0,0;#FF890C
Expetativas;Faro;383980,0;174402,0;6026,0;3038,0;CH;52467,0;3,0;0,30079999999999996;0,5222;10850615;0,44;0,0;#202056
Expetativas;Faro;383980,0;174402,0;6026,0;3038,0;BE;6598,0;0,0;0,0378;0,5222;10850615;0,44;0,0;#AB1983
Expetativas;Faro;383980,0;174402,0;6026,0;3038,0;CDU;6789,0;0,0;0,038900000000000004;0,5222;10850615;0,44;0,0;#950B0B
Expetativas;Faro;383980,0;174402,0;6026,0;3038,0;IL;11684,0;0,0;0,067;0,5222;10850615;0,44;0,0;#00AEEF
Expetativas;Faro;383980,0;174402,0;6026,0;3038,0;Outros;6302,0;0,0;0,0361;0,5222;10850615;0,44;0,0;#ebedf0
Expetativas;Faro;383980,0;174402,0;6026,0;3038,0;PAN;3048,0;0,0;0,0175;0,5222;10850615;0,44;0,0;#01796F
Expetativas;Faro;383980,0;174402,0;6026,0;3038,0;L;6508,0;0,0;0,0373;0,5222;10850615;0,44;0,0;#00AB39
Expetativas;Faro;383980,0;174402,0;6026,0;3038,0;JPP;0,0;0,0;0,0;0,5222;10850615;0,44;0,0;#009285
Expetativas;Fora da Europa;636515,0;68594,0;568,0;31980,0;AD;20226,0;1,0;0,2949;0,8411;10850615;0,44;0,0;#FF890C
Expetativas;Fora da Europa;636515,0;68594,0;568,0;31980,0;PS;10889,0;0,0;0,1588;0,8411;10850615;0,44;0,0;#F1515E
Expetativas;Fora da Europa;636515,0;68594,0;568,0;31980,0;CH;14037,0;1,0;0,2046;0,8411;10850615;0,44;0,0;#202056
Expetativas;Fora da Europa;636515,0;68594,0;568,0;31980,0;Outros;6684,0;0,0;0,0974;0,8411;10850615;0,44;0,0;#ebedf0
Expetativas;Fora da Europa;636515,0;68594,0;568,0;31980,0;PAN;1632,0;0,0;0,023799999999999998;0,8411;10850615;0,44;0,0;#01796F
Expetativas;Fora da Europa;636515,0;68594,0;568,0;31980,0;IL;1627,0;0,0;0,023700000000000002;0,8411;10850615;0,44;0,0;#00AEEF
Expetativas;Fora da Europa;636515,0;68594,0;568,0;31980,0;BE;1364,0;0,0;0,0199;0,8411;10850615;0,44;0,0;#AB1983
Expetativas;Fora da Europa;636515,0;68594,0;568,0;31980,0;CDU;695,0;0,0;0,0101;0,8411;10850615;0,44;0,0;#950B0B
Expetativas;Fora da Europa;636515,0;68594,0;568,0;31980,0;L;815,0;0,0;0,011899999999999999;0,8411;10850615;0,44;0,0;#00AB39
Expetativas;Fora da Europa;636515,0;68594,0;568,0;31980,0;JPP;0,0;0,0;0,0;0,8411;10850615;0,44;0,0;#009285
Expetativas;Guarda;139520,0;70515,0;2241,0;2041,0;AD;31491,0;1,0;0,44659999999999994;0,4639;10850615;0,44;0,0;#FF890C
Expetativas;Guarda;139520,0;70515,0;2241,0;2041,0;PS;23544,0;1,0;0,33390000000000003;0,4639;10850615;0,44;0,0;#F1515E
Expetativas;Guarda;139520,0;70515,0;2241,0;2041,0;CH;14909,0;1,0;0,2114;0,4639;10850615;0,44;0,0;#202056
